##### Intel Schematic Connectivity Format DG-2012.100
BEGIN_COMPPROPS
###### RefDes:partName,partNumber,noMount,tolerance,value,maxV[voltage],powerDiss[wattage],maxP[wattage],elec_type,enetNonSeries,componentKind,power_supply,compComment
USB_HUB_DP3:D7(20:4),Z13(1:2);
USB_HUB_DP4:D7(24:2),Z14(1:2);
USB_HUB_DP1_OUT:V1(2:2),V1(9:9),X12(2:2),Z15(2:3);
USB_HUB_DP2_OUT:V1(5:5),V1(6:6),X12(6:6),Z16(2:3);
USB_HUB_DP3_OUT:V2(2:2),V2(9:9),X13(2:2),Z13(2:3);
USB_HUB_DP4_OUT:V2(5:5),V2(6:6),X13(6:6),Z14(2:3);
VSYNC:D700(34:14);
XCS_IN0:D1(R20:58),D1601(1:10),D1601(19:9);
XCS_IN1:D1(R18:59),D1602(1:10),D1602(19:9);
XCS_IN2:D1(R17:60),D1603(1:10),D1603(19:9);
XCS_IN3:D1(U18:63),D1604(1:10),D1604(19:9);
XCS_IN4:D1(U20:64),D1605(1:10),D1605(19:9);
XCS_IN5:D1(U21:65),D1606(1:10),D1606(19:9);
XCS_IN6:D1(V21:66),D1607(1:10),D1607(19:9);
XCS_IN7:D1(V20:67),D1608(1:10),D1608(19:9);
XCS_IN8:D1(W21:68),D1609(1:10),D1609(19:9);
XCS_IN9:D1(W20:69);
XHUB_RST:D7(4:13);
XMII_MODE1:D1403(38:89),R1442(2:2),R1457(1:1);
XPROG_EXT:R97(2:2),X50(5:5);
XRST_JTAG:R99(2:2),R100(2:2);
END_NETS
BEGIN_GROUND
AGND:C71(2:2),D2(34:2),R11(1:1);
GND:B3(S:3),B1400(S:3),C1(2:2),C2(2:2),C3(2:2),C4(2:2),C5(2:2),C6(2:2),C7(2:2),C8(2:2),C9(2:2),C11(2:2),C12(2:2),C14(2:2),C15(2:2),C16(2:2),C17(2:2),C46(2:2),C47(2:2),C48(2:2),C49(2:2),C50(2:2),C51(1:1),C52(1:1),C53(1:1),C54(1:1),C55(2:2),C56(2:2),C57(2:2),C58(1:1),C59(2:2),C60(2:2),C61(2:2),C62(2:2),C63(2:2),C64(2:2),C65(2:2),C66(2:2),C67(2:2),C68(2:2),C69(2:2),C70(2:2),C72(2:2),C73(2:2),C74(2:2),C75(2:2),C76(2:2),C77(2:2),C78(2:2),C79(2:2),C80(2:2),C81(2:2),C82(2:2),C83(2:2),C84(2:2),C85(2:2),C86(2:2),C87(2:2),C88(2:2),C89(2:2),C90(2:2),C91(2:2),C92(2:2),C93(2:2),C94(2:2),C95(2:2),C96(2:2),C97(2:2),C98(2:2),C99(2:2),C100(2:2),C101(2:2),C102(2:2),C103(2:2),C104(2:2),C105(2:2),C106(2:2),C107(2:2),C108(2:2),C109(2:2),C110(2:2),C111(2:2),C112(2:2),C113(2:2),C114(2:2),C115(2:2),C116(2:2),C117(2:2),C118(2:2),C119(2:2),C120(2:2),C133(2:2),C134(2:2),C135(2:2),C136(2:2),C137(2:2),C138(2:2),C139(2:2),C140(2:2),C141(2:2),C142(2:2),C143(2:2),C144(2:2),C145(2:2),C146(2:2),C147(2:2),C148(2:2),C149(2:2),C150(2:2),C151(2:2),C152(2:2),C153(2:2),C154(2:2),C155(1:1),C156(2:2),C157(2:2),C158(2:2),C159(2:2),C160(2:2),C161(1:1),C162(2:2),C163(2:2),C164(2:2),C165(2:2),C166(2:2),C167(2:2),C168(2:2),C169(2:2),C170(2:2),C171(2:2),C172(2:2),C173(2:2),C174(2:2),C175(2:2),C176(2:2),C177(2:2),C178(2:2),C179(2:2),C180(2:2),C500(2:2),C502(2:2),C503(2:2),C504(2:2),C505(2:2),C506(2:2),C507(2:2),C509(2:2),C510(2:2),C511(2:2),C512(2:2),C513(2:2),C514(2:2),C515(2:2),C516(2:2),C517(2:2),C518(2:2),C519(2:2),C520(2:2),C521(2:2),C522(2:2),C523(2:2),C524(2:2),C525(2:2),C526(2:2),C527(2:2),C528(2:2),C529(2:2),C530(2:2),C531(2:2),C532(2:2),C533(2:2),C534(2:2),C535(2:2),C536(2:2),C537(2:2),C538(2:2),C539(2:2),C540(2:2),C707(2:2),C709(2:2),C710(2:2),C711(1:1),C1100(2:2),C1101(2:2),C1102(2:2),C1103(2:2),C1104(2:2),C1105(2:2),C1106(2:2),C1107(2:2),C1108(2:2),C1109(2:2),C1110(2:2),C1111(2:2),C1112(2:2),C1113(2:2),C1114(2:2),C1115(2:2),C1116(2:2),C1201(2:2),C1202(2:2),C1203(2:2),C1315(2:2),C1316(2:2),C1317(2:2),C1318(2:2),C1323(2:2),C1400(2:2),C1401(1:1),C1402(1:1),C1601(2:2),C1602(2:2),C1603(2:2),C1604(2:2),C1605(2:2),C1606(2:2),C1607(2:2),C1608(2:2),C1609(2:2),D1(A1:245),D1(A20:20),D1(A21:244),D1(AA1:271),D1(AA21:272),D1(B16:6),D1(B19:19),D1(B20:21),D1(B21:22),D1(C2:243),D1(C4:242),D1(C6:241),D1(C8:240),D1(C10:239),D1(C12:238),D1(C14:237),D1(C16:236),D1(C18:235),D1(E3:234),D1(E19:233),D1(F14:5),D1(G3:232),D1(G19:231),D1(H8:230),D1(H10:229),D1(H12:228),D1(H14:227),D1(J3:226),D1(J5:225),D1(J8:224),D1(J14:223),D1(J19:222),D1(K11:221),D1(L1:220),D1(L3:219),D1(L5:218),D1(L8:246),D1(L14:247),D1(L19:248),D1(M11:249),D1(N3:250),D1(N5:251),D1(N8:252),D1(N14:253),D1(N19:254),D1(P8:255),D1(P10:256),D1(P12:257),D1(P14:258),D1(R3:259),D1(R19:260),D1(T1:261),D1(U3:262),D1(U19:263),D1(W4:264),D1(W6:265),D1(W10:266),D1(W12:267),D1(W14:268),D1(W16:269),D1(W18:270),D2(41:1),D3(1:4),D3(3:5),D4(4:1),D4(9:9),D5(3:GND),D6(7:GND),D7(6:18),D7(7:31),D7(8:19),D7(27:12),D7(28:32),D7(31:11),D7(32:20),D8(A3:88),D8(A10:89),D8(AB3:90),D8(AB5:91),D8(AB8:92),D8(AB10:93),D8(C1:94),D8(C5:95),D8(C8:96),D8(C12:97),D8(D2:98),D8(D4:99),D8(D9:100),D8(D11:101),D8(E1:102),D8(E5:103),D8(E8:104),D8(E12:105),D8(G1:106),D8(G3:107),D8(G5:108),D8(G8:109),D8(G10:110),D8(G12:111),D8(J1:112),D8(J3:113),D8(J10:114),D8(J12:115),D8(K2:116),D8(K4:117),D8(K9:118),D8(K11:119),D8(N2:120),D8(N4:121),D8(N9:122),D8(N11:123),D8(P1:124),D8(P3:125),D8(P10:126),D8(P12:127),D8(T1:128),D8(T3:129),D8(T5:130),D8(T8:131),D8(T10:132),D8(T12:133),D8(V1:134),D8(V5:135),D8(V8:136),D8(V12:137),D8(W2:138),D8(W4:139),D8(W9:140),D8(W11:141),D8(Y1:142),D8(Y5:143),D8(Y8:144),D8(Y12:145),D9(1:10),D9(10:GND),D9(19:9),D10(10:19),D700(31:41),D700(41:40),D1201(19:2),D1201(21:1),D1202(4:GND),D1301(4:10),D1301(8:GND),D1301(12:9),D1302(7:GND),D1401(4:GND),D1403(129:129),D1601(10:19),D1602(10:19),D1603(10:19),D1604(10:19),D1605(10:19),D1606(10:19),D1607(10:19),D1608(10:19),D1609(10:19),G1(2:1),H1(K:2),H2(K:2),H52(K:2),H53(K:2),N1(3:6),N2(3:6),N3(3:6),N4(3:6),N5(3:6),N6(3:6),N1100(33:27),P3(1:1),P5(1:1),P8(1:1),P10(1:1),P12(1:1),R7(2:2),R9(2:2),R11(2:2),R12(2:2),R29(2:2),R30(2:2),R31(2:2),R32(2:2),R44(2:2),R45(2:2),R47(2:2),R50(2:2),R59(2:2),R62(1:1),R92(2:2),R94(2:2),R98(2:2),R109(2:2),R111(2:2),R112(2:2),R113(2:2),R114(2:2),R115(2:2),R116(2:2),R117(2:2),R120(2:2),R123(2:2),R125(2:2),R126(2:2),R127(2:2),R128(2:2),R129(2:2),R130(2:2),R139(2:2),R143(2:2),R144(2:2),R145(2:2),R149(2:2),R155(2:2),R159(2:2),R160(2:2),R161(2:2),R162(2:2),R163(2:2),R173(2:2),R174(2:2),R176(2:2),R177(2:2),R178(2:2),R179(2:2),R180(2:2),R181(2:2),R182(2:2),R183(2:2),R501(2:2),R503(2:2),R1116(2:2),R1117(2:2),R1118(2:2),R1119(2:2),R1120(2:2),R1121(2:2),R1132(2:2),R1133(2:2),R1134(2:2),R1209(2:2),R1210(2:2),R1215(2:2),R1216(2:2),R1217(2:2),R1404(2:2),R1405(2:2),R1406(2:2),R1407(2:2),R1411(1:1),R1413(1:1),R1414(2:2),R1415(1:1),R1416(1:1),R1417(1:1),R1418(1:1),R1419(1:1),R1420(1:1),R1421(1:1),R1429(1:1),R1430(1:1),R1431(1:1),R1432(1:1),R1433(1:1),R1434(1:1),R1435(1:1),R1437(1:1),R1438(1:1),R1439(1:1),R1440(1:1),R1441(1:1),R1442(1:1),R1443(1:1),R1509(2:2),S1(2:2),S2(1:10),S2(2:9),S2(3:8),S2(4:7),S2(5:6),S2(6:5),S2(7:4),S2(8:3),S2(9:2),S2(10:1),S3(2:2),S4(2:2),S5(2:2),S6(2:2),S7(2:2),S8(2:2),S9(2:2),S10(2:2),S11(2:2),S12(2:2),S13(2:2),S14(2:2),S15(2:2),S16(2:2),S17(2:2),S18(2:2),S19(2:2),S20(2:2),S21(2:2),S22(2:2),S23(2:2),S24(2:2),S25(2:2),S26(2:2),S27(2:2),S28(2:2),S29(2:2),S30(2:2),S31(2:2),S33(2:2),S35(2:2),S1500(2:2),S1501(2:2),S1502(2:2),S1503(2:2),S1504(2:2),S1505(2:2),S1506(2:2),S1507(2:2),S1508(2:2),S1510(2:2),S1511(2:2),S1512(2:2),S1513(2:2),S1514(2:2),V1(3:3),V1(8:8),V2(3:3),V2(8:8),X1(6:8),X1(S1:1),X1(S2:2),X1(S3:3),X1(S4:4),X12(4:4),X12(8:8),X12(S:9),X13(4:4),X13(8:8),X13(S:9),X20(6:3),X20(S:2),X20(S1:1),X21(6:3),X21(S:2),X21(S1:1),X28(8:8),X28(10:10),X30(3:3),X31(3:3),X56(2:2),X56(7:7),X60(5:5),X60(6:6),X60(S:11),X61(5:5),X61(6:6),X61(S:11),X200(2:2),X200(8:8),X201(2:2),X201(8:8),X515(9:9),X515(11:11),X515(12:12);
END_GROUND
BEGIN_POWER
NVCCIO_SD2:C60(1:1),C61(1:1),C172(1:1),C175(1:1),C517(1:1),D1(R16:198),D2(39:6);
NVCC_BBSM_P1V8:C59(1:1),C511(1:1),D1(G12:190),D2(38:19),R46(1:1),R53(1:1),R57(1:1);
P5:C7(1:1),C9(1:1),C11(1:1),C12(1:1),C46(1:1),C47(1:1),C48(1:1),C49(1:1),C50(1:1),C71(1:1),C72(1:1),C73(1:1),C107(1:1),C109(1:1),C110(1:1),C112(1:1),C162(1:1),C163(1:1),C164(1:1),C166(1:1),C167(1:1),C169(1:1),C176(1:1),C178(1:1),C1323(1:1),D2(2:5),D2(6:25),D2(7:26),D2(24:33),D2(25:34),D2(26:35),D2(37:21),D2(40:7),D700(16:38),D1301(16:VCC),N1(2:2),N2(2:2),N3(2:2),N4(2:2),N5(2:2),N6(2:2),R8(1:1),R58(1:1),R58(2:2),R110(1:1),R124(1:1),R157(1:1),R158(1:1),R175(1:1),X56(5:5),X56(10:10);
P24:N1100(49:26);
P0V85:;
P1V1:;
P1V8:C15(1:1),C16(1:1),C67(1:1),C68(1:1),C136(1:1),C137(1:1),C138(1:1),C139(1:1),C140(1:1),C141(1:1),C513(1:1),C514(1:1),D1(R10:192),D1(R12:193),D1(W8:194),D2(29:32),D4(8:4),D8(F1:36),D8(F12:37),D8(G4:38),D8(G9:39),D8(T4:41),D8(T9:42),D8(U1:43),D8(U12:44),P6(1:1),R13(1:1),R14(1:1),R15(1:1),R16(1:1),R17(1:1),R18(1:1),R23(1:1),R24(1:1),R25(1:1),R26(1:1),R37(1:1),R38(1:1),R39(1:1),R40(1:1),R41(1:1),R135(1:1),R136(1:1),R137(1:1),X28(2:2),Z3(2:2),Z5(1:1),Z500(1:1);
P1V15:C77(1:1),C85(1:1),C86(1:1),C87(1:1),C88(1:1),C89(1:1),D1403(37:124),D1403(59:125),D1403(73:126),D1403(88:127),D1403(122:128),Z9(1:1),Z10(1:1),Z11(1:1);
P3V3:C14(1:1),C17(1:1),C69(1:1),C70(1:1),C103(1:1),C133(1:1),C135(1:1),C171(1:1),C179(1:1),C180(1:1),C500(1:1),C515(1:1),C516(1:1),C707(1:1),C709(1:1),C711(2:2),C1201(1:1),C1202(1:1),C1203(1:1),C1601(1:1),C1602(1:1),C1603(1:1),C1604(1:1),C1605(1:1),C1606(1:1),C1607(1:1),C1608(1:1),C1609(1:1),D1(G10:162),D1(L16:195),D1(N15:196),D1(N16:197),D2(21:38),D2(32:39),D3(5:3),D5(5:VCC),D6(14:VCC),D7(3:29),D7(14:22),D7(22:24),D7(25:30),D7(26:16),D9(20:VCC),D10(20:20),D700(39:19),D700(40:39),D1201(12:9),D1201(18:10),D1202(8:VCC),D1302(14:VCC),D1401(8:VCC),D1601(20:20),D1602(20:20),D1603(20:20),D1604(20:20),D1605(20:20),D1606(20:20),D1607(20:20),D1608(20:20),D1609(20:20),R1(1:1),R2(1:1),R35(1:1),R36(1:1),R42(1:1),R43(1:1),R52(1:1),R60(1:1),R61(1:1),R64(1:1),R65(1:1),R66(1:1),R67(1:1),R68(1:1),R69(1:1),R70(1:1),R71(1:1),R72(1:1),R73(1:1),R74(1:1),R75(1:1),R76(1:1),R77(1:1),R78(1:1),R79(1:1),R80(1:1),R81(1:1),R82(1:1),R83(1:1),R84(1:1),R85(1:1),R86(1:1),R87(1:1),R88(1:1),R89(1:1),R90(1:1),R91(1:1),R93(1:1),R95(1:1),R96(1:1),R97(1:1),R100(1:1),R101(1:1),R102(1:1),R103(1:1),R104(1:1),R105(1:1),R106(1:1),R107(1:1),R108(1:1),R156(1:1),R172(1:1),R701(1:1),R1100(1:1),R1101(1:1),R1102(1:1),R1103(1:1),R1104(1:1),R1105(1:1),R1106(1:1),R1107(1:1),R1122(1:1),R1207(1:1),R1208(1:1),R1211(1:1),R1500(1:1),R1501(1:1),R1502(1:1),R1503(1:1),R1504(1:1),R1505(1:1),R1506(1:1),R1507(1:1),R1508(1:1),R1510(1:1),R1511(1:1),R1512(1:1),R1513(1:1),R1514(1:1),S32(2:2),S34(2:2),S1509(2:2),V3(E:1),V4(E:1),V1100(K:2),V1101(K:2),V1102(K:2),V1103(K:2),V1104(K:2),V1105(K:2),V1106(K:2),V1107(K:2),V1108(K:2),Z4(2:2),Z6(1:1),Z7(1:1),Z8(1:1),Z17(1:1);
P5_HW:C177(1:1),C1315(1:1),C1316(1:1),C1317(1:1),C1318(1:1),N5(5:3),X60(1:1),X60(10:10),X61(1:1),X61(10:10);
P5_NO_0:C165(1:1),N3(5:3),X200(1:1);
P5_NO_1:C168(1:1),N4(5:3),X201(1:1);
P5_OV:C8(1:1),C155(2:2),C161(2:2),N6(5:3),X30(5:5),X31(5:5);
P5_USB:R27(1:1),R28(1:1);
P5_USB_X12:C108(1:1),N1(5:3),X12(1:1),X12(5:5);
P5_USB_X13:C111(1:1),N2(5:3),X13(1:1),X13(5:5);
SNVS_P0V8:C512(1:1),D1(G14:191);
VCC:;
VDD2:D8(G2:7);
VDD2_DDR:C63(1:1),C64(1:1),C113(1:1),C114(1:1),C115(1:1),C116(1:1),C117(1:1),C118(1:1),C119(1:1),C120(1:1),C142(1:1),C143(1:1),C144(1:1),C145(1:1),C146(1:1),C147(1:1),C148(1:1),C149(1:1),C518(1:1),C519(1:1),C520(1:1),C521(1:1),C522(1:1),C523(1:1),C524(1:1),C525(1:1),C526(1:1),C527(1:1),C528(1:1),D1(G6:204),D1(J6:205),D1(J7:206),D1(L6:207),D1(L7:199),D1(N6:200),D1(N7:201),D1(R6:202),D1(T6:203),D2(10:24),D8(A4:45),D8(A9:46),D8(AA3:68),D8(AA5:69),D8(AA8:70),D8(AA10:71),D8(AB4:47),D8(AB9:48),D8(B3:72),D8(B5:73),D8(B8:74),D8(B10:75),D8(D1:76),D8(D5:77),D8(D8:78),D8(D12:79),D8(F3:80),D8(F5:49),D8(F8:50),D8(F10:81),D8(H1:51),D8(H5:52),D8(H8:53),D8(H12:40),D8(K1:54),D8(K3:55),D8(K10:56),D8(K12:57),D8(N1:58),D8(N3:59),D8(N10:60),D8(N12:61),D8(R1:62),D8(R5:63),D8(R8:64),D8(R12:65),D8(U3:82),D8(U5:66),D8(U8:67),D8(U10:83),D8(W1:84),D8(W5:85),D8(W8:86),D8(W12:87),Z1(2:2);
VDDAH_PHY:C95(1:1),C96(1:1),C97(1:1),C98(1:1),C99(1:1),C100(1:1),D1403(6:111),D1403(16:110),D1403(25:109),D1403(107:108),D1403(116:107),D1403(128:106),Z7(2:2);
VDDAH_SRDS:C101(1:1),C102(1:1),D1403(44:105),D1403(47:114),D1403(52:104),D1403(54:113),Z8(2:2);
VDDAL_PHY:C78(1:1),C80(1:1),C81(1:1),C82(1:1),C83(1:1),C84(1:1),D1403(3:103),D1403(15:102),D1403(28:101),D1403(104:100),D1403(119:99),Z9(2:2);
VDDAL_PLL:R10(1:1),Z11(2:2);
VDDAL_SRDS:C75(1:1),C76(1:1),Z10(2:2);
VDDIO_A:R1401(1:1),R1402(1:1),R1403(1:1);
VDDIO_A_D:C79(1:1),C90(1:1),C91(1:1),D1403(58:121),D1403(96:116),R63(2:2),R1400(1:1),R1408(1:1),R1409(1:1),Z6(2:2);
VDDIO_P1V8:C74(1:1),C92(1:1),C93(1:1),C94(1:1),C104(1:1),C105(1:1),C106(1:1),D1403(32:122),D1403(39:123),D1403(69:119),D1403(77:120),D1403(84:117),D1403(92:118),R1422(2:2),R1423(2:2),R1424(2:2),R1425(2:2),R1426(2:2),R1427(2:2),R1428(2:2),R1444(2:2),R1445(2:2),R1446(2:2),R1447(2:2),R1448(2:2),R1449(2:2),R1450(2:2),R1452(2:2),R1453(2:2),R1454(2:2),R1455(2:2),R1456(2:2),R1457(2:2),R1458(2:2),Z5(2:2);
VDDQ:R147(2:2);
VDD_ANA_P0V8:C62(1:1),C529(1:1),C530(1:1),C531(1:1),C532(1:1),C533(1:1),D1(F10:171),D1(J15:170),D1(J16:169),D1(R14:168),D2(1:4);
VDD_ANA_P1V8:C534(1:1),C535(1:1),C536(1:1),C537(1:1),C538(1:1),C539(1:1),C540(1:1),D1(E8:167),D1(F16:166),D1(G16:165),D1(L15:163),D1(R8:164),Z500(2:2);
VDD_SD2:C170(1:1),D2(33:40),R171(1:1);
VDD_SOC_P0V85:C65(1:1),C66(1:1),C502(1:1),C503(1:1),C504(1:1),C505(1:1),C506(1:1),C507(1:1),C509(1:1),C510(1:1),D1(J9:189),D1(J10:188),D1(J11:187),D1(J12:186),D1(J13:185),D1(K9:184),D1(K10:183),D1(K12:182),D1(K13:181),D1(M9:180),D1(M10:179),D1(M12:178),D1(M13:177),D1(N9:176),D1(N10:175),D1(N11:174),D1(N12:173),D1(N13:172),D2(3:29),Z2(2:2);
END_POWER
